id_cliente,nome,idade,data_nascimento,cidade,estado,email,renda_mensal,quantidade_compras,valor_total_compras,cliente_ativo
3900,Mateus Sérgio Mendes Mendes,33,1993-05-09,Salvador,BA,cliente03900@exemplo.com,6943.82,39,8918.85,Sim
3901,Vinícius Rafael Pereira Alves,48,1978-05-16,Sorocaba,SP,cliente03901@exemplo.com,4838.45,24,13711.86,Não
3902,Sérgio Daniel Ribeiro Lima,44,1982-04-02,Sorocaba,SP,cliente03902@exemplo.com,14947.94,20,5741.66,Sim
3903,William Daniel Barbosa Silva,52,1974-04-08,Sorocaba,SP,cliente03903@exemplo.com,4074.29,33,9439.36,Sim
3904,Gabriela Daniel Gomes Martins,32,1993-12-08,Londrina,PR,cliente03904@exemplo.com,13477.35,15,8694.59,Não
3905,Vinícius Ana Pereira Pereira,24,2002-08-04,Belo Horizonte,MG,cliente03905@exemplo.com,6826.24,25,14298.41,Sim
3906,Thiago Henrique Costa Silva,50,1976-04-03,Porto Alegre,RS,cliente03906@exemplo.com,4833.11,48,26434.47,Sim
3907,Henrique Rafael Ribeiro Alves,20,2005-11-17,Campinas,SP,cliente03907@exemplo.com,12482.82,30,11545.95,Não
3908,Eduardo Sérgio Rodrigues Fernandes,22,2003-09-14,Brasília,DF,cliente03908@exemplo.com,10137.19,27,21249.85,Não
3909,João Bruno Barbosa Monteiro,34,1991-11-02,Curitiba,PR,cliente03909@exemplo.com,2513.02,28,19508.66,Sim
3910,João Vinícius Santos Silva,45,1980-10-25,Rio de Janeiro,RJ,cliente03910@exemplo.com,10935.93,50,11111.13,Sim
3911,Ana Vinícius Moura Monteiro,50,1976-06-27,Uberlândia,MG,cliente03911@exemplo.com,12276.76,8,10339.96,Sim
3912,Mateus Lucas Lima Oliveira,37,1989-08-06,Rio de Janeiro,RJ,cliente03912@exemplo.com,9512.63,31,29942.67,Não
3913,William Vinícius Almeida Fernandes,31,1994-09-18,Porto Alegre,RS,cliente03913@exemplo.com,10940.77,14,16666.53,Sim
3914,Rafael Fernanda Mendes Fernandes,48,1978-07-22,Salvador,BA,cliente03914@exemplo.com,10249.41,42,18796.75,Não
3915,Rafael Thiago Ribeiro Mendes,55,1970-12-16,Brasília,DF,cliente03915@exemplo.com,13442.63,47,27558.42,Não
3916,Fernanda Thiago Almeida Gomes,36,1990-06-26,Niterói,RJ,cliente03916@exemplo.com,2567.49,39,18062.55,Sim
3917,Carlos Carlos Ribeiro Fernandes,30,1996-08-10,Londrina,PR,cliente03917@exemplo.com,10605.24,41,5735.08,Sim
3918,João Vinícius Alves Santos,41,1985-07-12,São Paulo,SP,cliente03918@exemplo.com,12503.79,41,98.9,Não
3919,Lucas Ana Barbosa Barbosa,21,2004-09-25,Uberlândia,MG,cliente03919@exemplo.com,9145.62,42,17336.06,Não
3920,Gabriela Lucas Alves Martins,34,1992-08-19,Recife,PE,cliente03920@exemplo.com,11008.72,26,3757.37,Sim
3921,Henrique Rafael Silva Carvalho,30,1995-12-19,Florianópolis,SC,cliente03921@exemplo.com,2484.95,49,24696.18,Não
3922,William Lucas Nascimento Costa,49,1977-04-22,Florianópolis,SC,cliente03922@exemplo.com,9366.44,21,3024.65,Sim
3923,Vinícius Bruno Carvalho Moura,53,1973-01-07,Florianópolis,SC,cliente03923@exemplo.com,5470.96,37,12404.12,Não
3924,Daniel William Souza Silva,29,1996-10-06,Recife,PE,cliente03924@exemplo.com,8221.44,21,3217.64,Sim
3925,Mateus Henrique Martins Gomes,23,2002-12-07,São Paulo,SP,cliente03925@exemplo.com,14227.55,21,22019.24,Não
3926,Carlos Otávio Almeida Monteiro,50,1976-05-21,Curitiba,PR,cliente03926@exemplo.com,4702.98,8,12594.27,Não
3927,Patrícia Natalia Santos Rodrigues,26,2000-06-07,Londrina,PR,cliente03927@exemplo.com,4422.47,34,3361.11,Sim
3928,Natalia Carlos Mendes Moura,27,1999-05-01,Niterói,RJ,cliente03928@exemplo.com,6269.61,19,20242.37,Não
3929,Eduardo Daniel Oliveira Costa,36,1989-10-17,Porto Alegre,RS,cliente03929@exemplo.com,14297.88,27,7325.05,Não
3930,Gabriela Carlos Oliveira Lima,29,1997-03-14,Rio de Janeiro,RJ,cliente03930@exemplo.com,4721.17,6,26929.97,Não
3931,Fernanda Henrique Santos Ribeiro,23,2002-11-02,Porto Alegre,RS,cliente03931@exemplo.com,12049.84,37,26658.6,Sim
3932,Ana Henrique Barbosa Souza,33,1992-11-07,São Paulo,SP,cliente03932@exemplo.com,4786.63,26,8935.21,Não
3933,Vinícius Carlos Santos Santos,50,1975-10-15,Santos,SP,cliente03933@exemplo.com,8260.8,19,2274.08,Não
3934,Ana Rafael Oliveira Alves,54,1972-01-17,Curitiba,PR,cliente03934@exemplo.com,8490.24,27,1880.43,Não
3935,Rafael Natalia Rodrigues Costa,22,2004-01-26,Santos,SP,cliente03935@exemplo.com,5300.91,38,17218.27,Sim
3936,Gabriela Vanessa Pereira Silva,44,1982-07-26,Rio de Janeiro,RJ,cliente03936@exemplo.com,10197.07,42,14867.27,Sim
3937,William Gabriela Lima Lima,50,1975-10-27,Sorocaba,SP,cliente03937@exemplo.com,2085.73,23,1990.3,Sim
3938,Ana João Martins Silva,53,1972-12-11,São Paulo,SP,cliente03938@exemplo.com,9991.58,7,5978.33,Sim
3939,Juliana Lucas Carvalho Alves,31,1995-08-16,Uberlândia,MG,cliente03939@exemplo.com,3297.63,46,14170.75,Sim
3940,Vanessa Vanessa Pereira Almeida,29,1996-10-08,Florianópolis,SC,cliente03940@exemplo.com,7214.05,44,13927.59,Sim
3941,Otávio Mariana Oliveira Mendes,20,2005-12-02,Brasília,DF,cliente03941@exemplo.com,11156.74,29,14733.2,Não
3942,William Natalia Gomes Oliveira,46,1979-10-08,Brasília,DF,cliente03942@exemplo.com,7773.71,4,3863.78,Sim
3943,Sérgio Rafael Oliveira Barbosa,30,1995-09-27,Niterói,RJ,cliente03943@exemplo.com,9798.78,41,19075.83,Sim
3944,Bruno Isabela Mendes Monteiro,46,1980-02-01,Campinas,SP,cliente03944@exemplo.com,5211.3,7,17607.86,Não
3945,Juliana William Mendes Ribeiro,33,1992-11-13,Santos,SP,cliente03945@exemplo.com,10210.21,50,13687.35,Sim
3946,Isabela Daniel Barbosa Barbosa,25,2000-10-02,São Paulo,SP,cliente03946@exemplo.com,8231.52,37,19719.62,Não
3947,William Vanessa Santos Almeida,28,1998-02-05,Sorocaba,SP,cliente03947@exemplo.com,6195.79,31,24145.73,Não
3948,Sérgio Gabriela Fernandes Souza,22,2004-06-01,Porto Alegre,RS,cliente03948@exemplo.com,4718.75,25,21608.78,Sim
3949,Lucas Isabela Lima Moura,48,1978-07-30,Niterói,RJ,cliente03949@exemplo.com,9377.64,28,2434.51,Não
3950,Isabela Ana Ribeiro Almeida,33,1993-03-04,Porto Alegre,RS,cliente03950@exemplo.com,12940.44,29,252.99,Sim
3951,William Natalia Oliveira Gomes,47,1978-11-06,Fortaleza,CE,cliente03951@exemplo.com,9045.45,17,5577.34,Não
3952,Lucas Vanessa Gomes Carvalho,22,2003-11-26,Niterói,RJ,cliente03952@exemplo.com,10595.89,17,8472.47,Sim
3953,Natalia Patrícia Fernandes Ribeiro,36,1990-06-16,Fortaleza,CE,cliente03953@exemplo.com,10930.34,32,26235.82,Sim
3954,Thiago Vinícius Pereira Souza,22,2004-03-12,Campinas,SP,cliente03954@exemplo.com,11493.61,29,23388.78,Sim
3955,Isabela Ana Moura Lima,34,1992-03-07,Santos,SP,cliente03955@exemplo.com,14826.75,50,5213.63,Não
3956,Daniel Vinícius Alves Gomes,26,1999-12-30,Brasília,DF,cliente03956@exemplo.com,8755.1,0,26775.14,Não
3957,Daniel Ana Lima Barbosa,37,1989-03-06,Recife,PE,cliente03957@exemplo.com,8026.92,33,12553.16,Não
3958,Eduardo Mateus Pereira Lima,43,1983-06-27,Brasília,DF,cliente03958@exemplo.com,2300.47,16,16888.53,Não
3959,Otávio Carlos Souza Silva,51,1975-04-09,Fortaleza,CE,cliente03959@exemplo.com,7793.72,0,6927.91,Sim
3960,Juliana Natalia Santos Lima,27,1999-08-04,Uberlândia,MG,cliente03960@exemplo.com,4525.74,48,874.45,Sim
3961,Eduardo João Martins Ribeiro,21,2004-08-29,Brasília,DF,cliente03961@exemplo.com,10373.13,16,18021.58,Sim
3962,Gabriela Thiago Santos Nascimento,20,2005-10-19,Niterói,RJ,cliente03962@exemplo.com,8431.26,6,24083.97,Não
3963,Sérgio Sérgio Mendes Fernandes,30,1995-09-21,Curitiba,PR,cliente03963@exemplo.com,5025.14,36,4825.32,Não
3964,Ana João Mendes Souza,51,1974-09-21,Rio de Janeiro,RJ,cliente03964@exemplo.com,2299.04,32,12780.15,Não
3965,Henrique Eduardo Almeida Oliveira,44,1981-11-09,Florianópolis,SC,cliente03965@exemplo.com,10806.09,23,2906.92,Sim
3966,Fernanda Natalia Gomes Moura,53,1973-08-14,Brasília,DF,cliente03966@exemplo.com,2267.74,15,8136.82,Não
3967,Isabela Gabriela Pereira Gomes,39,1987-02-08,Brasília,DF,cliente03967@exemplo.com,5496.24,50,29025.07,Não
3968,Gabriela Mariana Pereira Carvalho,52,1974-02-06,Curitiba,PR,cliente03968@exemplo.com,4274.32,4,24648.57,Não
3969,Daniel Thiago Oliveira Souza,30,1996-07-20,São Paulo,SP,cliente03969@exemplo.com,10141.05,1,11375.42,Não
3970,Daniel Henrique Martins Fernandes,47,1979-02-23,Campinas,SP,cliente03970@exemplo.com,12084.8,23,26134.3,Sim
3971,Carlos Vanessa Lima Nascimento,49,1977-05-10,Recife,PE,cliente03971@exemplo.com,12086.37,28,19619.58,Sim
3972,William Lucas Rodrigues Barbosa,44,1981-11-29,Curitiba,PR,cliente03972@exemplo.com,5765.5,27,3597.57,Não
3973,Daniel Vanessa Carvalho Moura,31,1995-08-11,Uberlândia,MG,cliente03973@exemplo.com,5146.82,9,12392.61,Sim
3974,Rafael Isabela Carvalho Carvalho,47,1979-05-28,Fortaleza,CE,cliente03974@exemplo.com,11803.05,20,16059.45,Sim
3975,Mariana Patrícia Pereira Moura,40,1986-07-17,Campinas,SP,cliente03975@exemplo.com,8707.08,17,25545.43,Não
3976,Bruno Fernanda Rodrigues Pereira,47,1978-09-28,Florianópolis,SC,cliente03976@exemplo.com,8994.67,37,6899.7,Não
3977,Patrícia Bruno Rodrigues Carvalho,27,1998-12-05,Londrina,PR,cliente03977@exemplo.com,8357.78,1,10081.9,Não
3978,Juliana Bruno Monteiro Mendes,52,1973-12-13,Fortaleza,CE,cliente03978@exemplo.com,12411.99,23,7777.41,Não
3979,Eduardo Lucas Costa Nascimento,25,2001-07-27,Brasília,DF,cliente03979@exemplo.com,8146.6,30,7593.36,Não
3980,Renata Mariana Nascimento Fernandes,45,1981-01-01,Campinas,SP,cliente03980@exemplo.com,5632.61,18,24201.97,Sim
3981,Mateus Ana Martins Fernandes,32,1993-11-13,Curitiba,PR,cliente03981@exemplo.com,6767.36,34,13031.71,Não
3982,Lucas Lucas Rodrigues Monteiro,35,1990-10-02,Niterói,RJ,cliente03982@exemplo.com,12099.62,35,10549.09,Não
3983,Thiago Mariana Silva Fernandes,52,1974-07-08,Curitiba,PR,cliente03983@exemplo.com,3137.33,16,730.72,Sim
3984,Lucas Isabela Gomes Rodrigues,29,1997-01-19,Recife,PE,cliente03984@exemplo.com,2087.57,48,13024.21,Sim
3985,Eduardo Thiago Nascimento Alves,55,1971-05-25,Fortaleza,CE,cliente03985@exemplo.com,9109.49,25,28565.97,Não
3986,Vanessa Daniel Monteiro Lima,47,1979-01-11,Sorocaba,SP,cliente03986@exemplo.com,10756.11,49,1703.15,Sim
3987,Lucas Bruno Almeida Fernandes,43,1983-05-01,Niterói,RJ,cliente03987@exemplo.com,10598.82,38,15255.47,Não
3988,Isabela Eduardo Alves Barbosa,30,1995-09-18,Florianópolis,SC,cliente03988@exemplo.com,3596.47,15,12821.39,Não
3989,Renata Isabela Fernandes Ribeiro,24,2002-07-25,Belo Horizonte,MG,cliente03989@exemplo.com,6037.66,19,18134.91,Não
3990,Vinícius Sérgio Gomes Alves,23,2002-11-19,Sorocaba,SP,cliente03990@exemplo.com,3839.56,46,5791.37,Sim
3991,Otávio Vinícius Lima Pereira,36,1989-09-17,Sorocaba,SP,cliente03991@exemplo.com,8642.63,8,25500.19,Não
3992,Ana Fernanda Rodrigues Moura,47,1979-05-12,Salvador,BA,cliente03992@exemplo.com,13143.71,8,14273.91,Sim
3993,Natalia Mateus Nascimento Silva,22,2004-05-19,Belo Horizonte,MG,cliente03993@exemplo.com,14709.67,17,21852.03,Não
3994,Juliana Vanessa Gomes Souza,53,1973-08-16,Londrina,PR,cliente03994@exemplo.com,8957.82,14,15139.23,Sim
3995,Ana Lucas Silva Pereira,24,2001-09-24,Curitiba,PR,cliente03995@exemplo.com,8680.61,38,4858.06,Não
3996,Thiago João Carvalho Fernandes,40,1985-12-29,Londrina,PR,cliente03996@exemplo.com,12207.41,33,29319.08,Sim
3997,Natalia Mateus Monteiro Monteiro,20,2005-08-23,Belo Horizonte,MG,cliente03997@exemplo.com,3964.57,39,6305.87,Não
3998,Gabriela Henrique Alves Rodrigues,23,2002-10-23,Curitiba,PR,cliente03998@exemplo.com,11158.6,33,28901.7,Não
3999,William Renata Costa Oliveira,41,1985-06-18,Sorocaba,SP,cliente03999@exemplo.com,2054.37,8,11380.66,Não
4000,Natalia Fernanda Oliveira Nascimento,47,1978-09-09,Belo Horizonte,MG,cliente04000@exemplo.com,14375.75,44,15657.75,Não
4001,Juliana Gabriela Monteiro Oliveira,40,1986-03-15,Florianópolis,SC,cliente04001@exemplo.com,7931.44,7,29087.76,Não
4002,Fernanda Ana Barbosa Fernandes,31,1995-02-04,Rio de Janeiro,RJ,cliente04002@exemplo.com,2384.16,29,6659.44,Não
4003,Bruno Otávio Moura Rodrigues,46,1980-06-13,Fortaleza,CE,cliente04003@exemplo.com,7565.44,14,3163.51,Sim
4004,Sérgio Otávio Rodrigues Nascimento,52,1973-11-04,Uberlândia,MG,cliente04004@exemplo.com,8482.12,3,26811.7,Sim
4005,Vanessa Vinícius Alves Gomes,29,1997-03-17,São Paulo,SP,cliente04005@exemplo.com,8594.05,26,16323.32,Sim
4006,Ana Sérgio Santos Monteiro,49,1976-10-05,Londrina,PR,cliente04006@exemplo.com,1871.51,41,18847.67,Sim
4007,Fernanda Daniel Mendes Fernandes,22,2003-10-05,Belo Horizonte,MG,cliente04007@exemplo.com,6186.79,15,17886.27,Não
4008,Renata Mateus Santos Pereira,46,1980-07-10,Rio de Janeiro,RJ,cliente04008@exemplo.com,2517.71,20,24320.73,Não
4009,Lucas Daniel Alves Gomes,36,1989-12-25,São Paulo,SP,cliente04009@exemplo.com,4168.96,12,412.82,Sim
4010,Mateus Ana Moura Lima,53,1973-01-03,Fortaleza,CE,cliente04010@exemplo.com,6038.97,10,28642.31,Não
4011,Daniel Henrique Silva Santos,36,1989-11-26,Recife,PE,cliente04011@exemplo.com,8163.94,22,15470.23,Não
4012,Juliana Juliana Barbosa Carvalho,56,1970-03-22,Porto Alegre,RS,cliente04012@exemplo.com,9263.04,6,9109.82,Sim
4013,João Sérgio Alves Costa,45,1981-02-16,Salvador,BA,cliente04013@exemplo.com,7066.07,18,20314.64,Sim
4014,Natalia Fernanda Mendes Ribeiro,41,1985-03-19,Sorocaba,SP,cliente04014@exemplo.com,8792.39,7,8640.98,Sim
4015,Bruno João Almeida Barbosa,44,1982-02-17,Porto Alegre,RS,cliente04015@exemplo.com,13829.61,43,28632.91,Não
4016,Mariana Eduardo Souza Monteiro,39,1987-04-27,Belo Horizonte,MG,cliente04016@exemplo.com,10442.39,18,18143.22,Sim
4017,Renata João Souza Ribeiro,21,2005-03-04,Salvador,BA,cliente04017@exemplo.com,7563.29,2,13248.59,Não
4018,Renata Patrícia Gomes Barbosa,42,1984-02-12,Fortaleza,CE,cliente04018@exemplo.com,5154.9,4,28732.08,Sim
4019,Bruno Mariana Ribeiro Alves,27,1998-10-04,Curitiba,PR,cliente04019@exemplo.com,14707.55,18,28488.52,Não
4020,Sérgio Henrique Fernandes Alves,32,1994-02-18,Porto Alegre,RS,cliente04020@exemplo.com,4424.46,30,1571.55,Sim
4021,Isabela Renata Rodrigues Souza,37,1989-05-05,Belo Horizonte,MG,cliente04021@exemplo.com,6311.05,42,17929.08,Sim
4022,Isabela Henrique Alves Barbosa,55,1970-08-28,Belo Horizonte,MG,cliente04022@exemplo.com,7445.34,18,1178.33,Sim
4023,Mariana Lucas Oliveira Mendes,36,1990-01-20,Florianópolis,SC,cliente04023@exemplo.com,6817.82,37,5353.03,Não
4024,Vinícius Renata Pereira Santos,21,2004-09-11,Niterói,RJ,cliente04024@exemplo.com,10521.11,46,4771.06,Sim
4025,Juliana Otávio Souza Pereira,40,1986-05-04,Salvador,BA,cliente04025@exemplo.com,13528.85,11,29670.22,Sim
4026,Henrique Ana Silva Barbosa,21,2005-01-03,Porto Alegre,RS,cliente04026@exemplo.com,7680.77,32,25875.68,Não
4027,Renata Daniel Gomes Almeida,50,1976-05-13,Uberlândia,MG,cliente04027@exemplo.com,3951.99,49,11650.8,Sim
4028,Ana Renata Barbosa Silva,41,1984-12-19,Brasília,DF,cliente04028@exemplo.com,12451.17,13,12217.93,Sim
4029,Vinícius Gabriela Silva Rodrigues,44,1982-01-19,Santos,SP,cliente04029@exemplo.com,12585.57,15,24654.43,Não
4030,Juliana Thiago Rodrigues Pereira,30,1996-05-22,Porto Alegre,RS,cliente04030@exemplo.com,7354.72,34,8009.03,Não
4031,William Natalia Silva Monteiro,20,2005-12-10,Campinas,SP,cliente04031@exemplo.com,7253.57,1,14961.59,Não
4032,Daniel Isabela Almeida Almeida,36,1989-12-20,Campinas,SP,cliente04032@exemplo.com,14903.69,50,8333.36,Sim
4033,William Vanessa Monteiro Lima,43,1982-09-23,Rio de Janeiro,RJ,cliente04033@exemplo.com,6731.51,28,2473.44,Não
4034,Henrique Patrícia Alves Ribeiro,48,1978-05-13,Santos,SP,cliente04034@exemplo.com,13738.36,30,21236.19,Não
4035,Ana William Carvalho Nascimento,39,1986-10-22,Recife,PE,cliente04035@exemplo.com,7292.61,33,4477.22,Não
4036,João Carlos Nascimento Costa,34,1991-12-09,Florianópolis,SC,cliente04036@exemplo.com,13412.11,40,1905.6,Sim
4037,William William Moura Mendes,34,1992-06-15,Brasília,DF,cliente04037@exemplo.com,3837.13,13,21264.06,Sim
4038,Carlos Thiago Costa Pereira,47,1979-03-12,Niterói,RJ,cliente04038@exemplo.com,9279.26,37,25034.94,Sim
4039,Daniel Juliana Fernandes Silva,55,1970-08-23,Fortaleza,CE,cliente04039@exemplo.com,10932.13,7,6348.65,Sim
4040,Vanessa Vinícius Silva Lima,24,2002-03-23,Belo Horizonte,MG,cliente04040@exemplo.com,14299.02,16,27689.87,Não
4041,Mateus Natalia Monteiro Oliveira,40,1986-04-20,Belo Horizonte,MG,cliente04041@exemplo.com,2991.25,29,19497.11,Não
4042,Mariana Ana Lima Carvalho,37,1988-09-26,Niterói,RJ,cliente04042@exemplo.com,9285.86,6,12056.08,Não
4043,Lucas Natalia Martins Monteiro,21,2005-04-19,Fortaleza,CE,cliente04043@exemplo.com,11649.78,25,27966.4,Não
4044,William Mateus Martins Martins,45,1981-04-16,Brasília,DF,cliente04044@exemplo.com,14630.97,2,16864.16,Sim
4045,Ana Patrícia Carvalho Pereira,30,1996-04-16,Recife,PE,cliente04045@exemplo.com,5696.49,20,27797.21,Sim
4046,Otávio Lucas Santos Lima,30,1995-09-18,Brasília,DF,cliente04046@exemplo.com,8644.47,37,16749.35,Não
4047,Eduardo Natalia Gomes Lima,23,2003-03-19,Belo Horizonte,MG,cliente04047@exemplo.com,3413.53,0,12933.74,Não
4048,Vinícius Bruno Ribeiro Moura,48,1977-08-20,Fortaleza,CE,cliente04048@exemplo.com,12079.09,14,19360.64,Não
4049,Vanessa Isabela Santos Santos,39,1987-01-16,Brasília,DF,cliente04049@exemplo.com,3385.85,26,25825.21,Não
4050,Gabriela Renata Santos Almeida,49,1977-04-11,Santos,SP,cliente04050@exemplo.com,4968.73,3,5819.42,Sim
4051,Renata Henrique Almeida Silva,53,1973-07-18,Sorocaba,SP,cliente04051@exemplo.com,13944.03,32,7885.35,Sim
4052,Mariana Lucas Nascimento Mendes,32,1993-11-08,Porto Alegre,RS,cliente04052@exemplo.com,6132.36,31,9593.48,Sim
4053,Vinícius João Gomes Pereira,31,1995-07-19,Salvador,BA,cliente04053@exemplo.com,2908.62,4,8294.4,Não
4054,Sérgio Natalia Nascimento Gomes,36,1990-05-27,Rio de Janeiro,RJ,cliente04054@exemplo.com,5784.65,28,28729.38,Sim
4055,Thiago Patrícia Alves Oliveira,27,1999-06-17,Niterói,RJ,cliente04055@exemplo.com,5930.41,25,28657.21,Não
4056,Henrique Vanessa Rodrigues Barbosa,24,2001-12-10,Florianópolis,SC,cliente04056@exemplo.com,11092.98,47,16115.95,Não
4057,Carlos Natalia Barbosa Pereira,41,1984-09-01,Salvador,BA,cliente04057@exemplo.com,13703.43,44,3680.01,Sim
4058,William Mateus Pereira Nascimento,37,1989-01-17,Uberlândia,MG,cliente04058@exemplo.com,10056.58,26,21110.44,Sim
4059,Renata Gabriela Martins Barbosa,43,1982-09-27,Curitiba,PR,cliente04059@exemplo.com,7326.79,23,25095.3,Não
4060,Renata Natalia Rodrigues Ribeiro,35,1991-08-06,Campinas,SP,cliente04060@exemplo.com,2721.15,0,3933.49,Não
4061,Carlos Sérgio Santos Moura,42,1984-01-13,Curitiba,PR,cliente04061@exemplo.com,12795.24,12,16200.79,Não
4062,Fernanda Daniel Pereira Souza,21,2004-10-20,Florianópolis,SC,cliente04062@exemplo.com,10098.71,36,1243.97,Não
4063,Lucas William Martins Costa,42,1983-09-02,Belo Horizonte,MG,cliente04063@exemplo.com,7130.48,11,4515.13,Sim
4064,Mariana Juliana Ribeiro Ribeiro,46,1979-09-27,Niterói,RJ,cliente04064@exemplo.com,9621.95,43,10584.21,Sim
4065,João Gabriela Pereira Martins,50,1975-10-02,Porto Alegre,RS,cliente04065@exemplo.com,4747.86,34,2740.31,Não
4066,Ana Henrique Santos Monteiro,42,1984-01-30,Porto Alegre,RS,cliente04066@exemplo.com,14249.4,38,22701.53,Não
4067,Carlos Vanessa Nascimento Costa,53,1972-10-01,Curitiba,PR,cliente04067@exemplo.com,13435.96,33,8925.77,Não
4068,Bruno Otávio Nascimento Gomes,55,1970-08-26,Rio de Janeiro,RJ,cliente04068@exemplo.com,11456.27,15,28249.83,Sim
4069,Renata Thiago Fernandes Moura,21,2005-06-29,Fortaleza,CE,cliente04069@exemplo.com,1829.99,16,8094.89,Não
4070,Gabriela Carlos Silva Moura,56,1970-07-17,Fortaleza,CE,cliente04070@exemplo.com,8036.92,42,16717.87,Sim
4071,Vanessa Juliana Almeida Pereira,22,2003-12-08,Brasília,DF,cliente04071@exemplo.com,7908.65,41,6618.35,Não
4072,Lucas Juliana Nascimento Alves,38,1987-11-06,Santos,SP,cliente04072@exemplo.com,7407.21,28,10709.04,Sim
4073,Juliana Juliana Lima Barbosa,51,1974-10-15,Uberlândia,MG,cliente04073@exemplo.com,7820.06,6,5391.73,Não
4074,Mateus Mateus Souza Carvalho,25,2000-08-26,Niterói,RJ,cliente04074@exemplo.com,9331.32,49,17313.02,Sim
4075,Sérgio Isabela Costa Alves,24,2001-10-01,Campinas,SP,cliente04075@exemplo.com,12735.63,4,10372.37,Sim
4076,Gabriela Isabela Almeida Almeida,31,1995-07-17,Campinas,SP,cliente04076@exemplo.com,7394.96,30,18561.9,Não
4077,Patrícia Fernanda Lima Alves,35,1991-03-24,Rio de Janeiro,RJ,cliente04077@exemplo.com,4405.45,36,2096.12,Sim
4078,Sérgio Sérgio Santos Almeida,36,1990-03-08,Sorocaba,SP,cliente04078@exemplo.com,10796.85,7,4441.15,Não
4079,Lucas Sérgio Almeida Fernandes,25,2001-04-04,Florianópolis,SC,cliente04079@exemplo.com,5753.29,42,27602.57,Não
4080,Fernanda Carlos Oliveira Ribeiro,26,2000-03-16,Londrina,PR,cliente04080@exemplo.com,14770.83,2,24997.0,Não
4081,Thiago William Carvalho Moura,52,1973-12-26,Campinas,SP,cliente04081@exemplo.com,1552.05,17,25024.81,Sim
4082,Mariana Isabela Rodrigues Martins,44,1981-12-24,Uberlândia,MG,cliente04082@exemplo.com,4888.23,10,22462.46,Não
4083,Renata Carlos Nascimento Pereira,49,1977-01-04,São Paulo,SP,cliente04083@exemplo.com,10025.8,29,18877.54,Sim
4084,Natalia Mariana Mendes Almeida,42,1984-04-25,Londrina,PR,cliente04084@exemplo.com,7734.51,3,25415.36,Não
4085,Rafael Juliana Monteiro Souza,54,1972-07-12,Rio de Janeiro,RJ,cliente04085@exemplo.com,4042.79,48,11163.99,Sim
4086,Ana Bruno Fernandes Santos,53,1972-09-09,Recife,PE,cliente04086@exemplo.com,4358.04,8,10263.19,Não
4087,Thiago Otávio Alves Carvalho,43,1982-09-22,Salvador,BA,cliente04087@exemplo.com,6490.63,26,3617.87,Sim
4088,Rafael Vanessa Lima Alves,27,1999-05-07,São Paulo,SP,cliente04088@exemplo.com,4757.94,17,24102.76,Sim
4089,Henrique Fernanda Lima Martins,40,1985-11-13,Recife,PE,cliente04089@exemplo.com,13051.55,33,8551.37,Sim
4090,Juliana João Ribeiro Rodrigues,41,1984-12-07,Sorocaba,SP,cliente04090@exemplo.com,7784.78,31,6120.39,Sim
4091,Patrícia Lucas Souza Monteiro,38,1987-10-05,Salvador,BA,cliente04091@exemplo.com,6346.17,36,10827.92,Não
4092,Juliana Mateus Silva Santos,21,2005-03-29,Niterói,RJ,cliente04092@exemplo.com,11022.08,28,22318.66,Sim
4093,Fernanda Renata Martins Nascimento,33,1993-02-20,Belo Horizonte,MG,cliente04093@exemplo.com,10105.27,5,261.14,Sim
4094,Fernanda Eduardo Carvalho Oliveira,23,2002-11-07,Belo Horizonte,MG,cliente04094@exemplo.com,6069.9,30,27534.27,Não
4095,William Gabriela Alves Pereira,46,1980-04-23,Brasília,DF,cliente04095@exemplo.com,6852.73,2,8190.47,Não
4096,Eduardo Mateus Lima Rodrigues,54,1972-07-29,Londrina,PR,cliente04096@exemplo.com,9854.17,30,1387.15,Sim
4097,Henrique Otávio Pereira Costa,30,1996-06-25,Curitiba,PR,cliente04097@exemplo.com,3145.11,39,23374.9,Não
4098,Thiago Eduardo Lima Rodrigues,29,1997-03-10,Curitiba,PR,cliente04098@exemplo.com,3743.64,40,11078.42,Sim
4099,Vinícius Vanessa Lima Fernandes,38,1987-09-06,Curitiba,PR,cliente04099@exemplo.com,9019.39,1,13825.96,Não
4100,Vanessa Thiago Fernandes Carvalho,47,1978-11-21,Campinas,SP,cliente04100@exemplo.com,13935.5,29,16154.91,Sim
4101,Vanessa Vanessa Lima Monteiro,38,1988-01-27,Fortaleza,CE,cliente04101@exemplo.com,10775.01,1,1508.92,Não
4102,Patrícia Eduardo Lima Lima,38,1987-11-29,Recife,PE,cliente04102@exemplo.com,14737.32,24,18226.99,Sim
4103,Mateus Vanessa Silva Fernandes,28,1998-06-06,Uberlândia,MG,cliente04103@exemplo.com,4339.88,26,15166.77,Não
4104,William Ana Mendes Carvalho,41,1985-01-17,Londrina,PR,cliente04104@exemplo.com,6011.67,40,12815.21,Não
4105,Fernanda Mariana Martins Fernandes,22,2003-09-05,Curitiba,PR,cliente04105@exemplo.com,4344.65,49,4282.6,Não
4106,William Fernanda Monteiro Almeida,28,1998-05-08,Uberlândia,MG,cliente04106@exemplo.com,11190.84,26,27654.36,Sim
4107,Otávio Bruno Nascimento Alves,48,1977-12-07,Rio de Janeiro,RJ,cliente04107@exemplo.com,12042.92,43,7228.9,Não
